I235,Ind. afzuig- en filtergroep ALKO,
I236,GESCO stof-en waterzuiger,Wind
I238,TORIT Stofafscheider,
I239,TORIT Stofafscheider,
I240,GESCO stofzuiger,A073
I241,TORIT Stofafscheider,
I242,GESCO Stofzuiger,
I243,GESCO Stofzuiger,
I244,GESCO Stofzuiger,
I245,GESCO Stofzuiger,
I246,TORIT Stofafscheider,R080
I247,NEDERMAN lasrookafzuiging,
I248,MKR spaan- en vloeistofzuiger,
I249,KÄRCHER,
I250,GESCO Stofzuiger,
I251,KÄRCHER,
I252,LABOREX,
I253,TORIT,
I254,KÄRCHER,
I255,LABOREX,
I256,LABOREX,
I257,LABOREX,
I258,KÄRCHER,
I259,GESCO,
I260,GESCO,
I261,GESCO,
I262,GESCO,
I263,LABOREX onderdelenreinigingstafel,
I264,LABOREX  rotatiemachine,Service
I265,GESCO stof- en waterzuiger,A068
I266,verfpistoolreiniger B-TEC ,
I267,Niedermann Lasafzuiging,Service
I268,Stof- en vloeistofzuiger GESCO - AEP,Smeerder
I269,Industriële stofzuiger Gesco,A23
I270,TEKA rookafzuiging (recup UK),
I271,Stofzuiger Gesco,etscabine
K001,POLIFIX ( schuurmachine ),A45
K002,METABO  dubbele slijpmolen,A54
K003,IMPERIA,D04
K004,METEOR (Borenslijpmachine),A02
K005,ACETI  bandslijpmachine,
K006,MAGERLEF slijpmachine,D04
K007,ACETI  bandslijpmachine,Service
K008,LEMPEREUR (Beitelslijpmach.),A02
K012,AGATHON (Beitelslijpmach.),A02
K013,FLOTT (AEG-slijpsteen),B02
K014,VAL D'OR (Slijpsteen),A02
K017,TNW (Slijpsteen),D05
K019,CORDIA DOT (Slijpsteen),A02
K022,AEG (Slijpsteen),A02
K023,AEG  slijpsteen,D01
K026,AEG (Slijpsteen),A02
K027,AEG (Slijpsteen),A31
K031,GUHRING (borenslijpmach.),A02
K032,KLINGELNBERG (frezenslijpm.),G11
K033,KELLENBERGER STRAUZAK,D04
K034,NILES  voorprofileerapparaat,F04
K035,EICHHOFF,F24
K036,AVYAC  borenslijpmachine,A02
K038,ACETI  bandslijpmachine,A02
K039,ACETI  bandslijpmachine,
L001,FURET  lastoestel,D02
L002,INVERTEC laspost,
L004,ELECTROMECANIQUE  lastoestel,D08
L005,ZINSER  lastoestel,D07
L006,ZINSER (Puntlastoestel),D07
L007,NORDWELD  lasgelijkrichter,D08
L008,SAF  lastoestel,G51
L009,SAF  laspost,G51
L010,AUDION ELECTRO,
L011,SAF  laspost,
L012,FURET (Lastoestel),D07
L013,PRESTOTIG 165  laspost,G51
L014,FURET (Lastoestel),D02
L015,JUNIOR rollerflampost,
L016,KOIKE SANSO  snijbrandmachine,G53
L017,IDEAL Lasapp. voor zagen,F24
L020b,Lastransformator,B02
L021,Impulslasapp. Polyster,B13
L022,TECHNA  puntlasmachine,G49
L023,TIG-Laspost,
L025b,NORWELD  lasgelijkrichter,D05
L025c,NORWELD  lasgelijkrichter,
L025d,NORWELD  lasgelijkrichter,D05
L026,CASTOLIN  opspuituitrusting,D03
L027,KOIKE  draagbare snijbrandm.,D08
L028,SAFEX  laspost,D02
L029,LASWIG  lasgelijkrichter,D07
L030,EUTECTIC  plasma brander,D02
L032,MILLER halfaut. laspost,G51
L033,BAND SEALER,
L034,SAXO  Laspost,Mon
L035,Kar met 2 flessen,Service
L036,Kar met 2 flessen,Service
L037,BAND SEALER,
LPT1,Lozingspunt 1 afvalwater (L. da Vincilaan),LPT1
LPT2,Lozingspunt 2 afvalwater (Arendsnestlaan),LPT2
M001,WOLPERT - Dia testor,
M002,JFA  kontrolewinkelhaak,D00
M003,JFA  Kontrolelat,D00
M004,TESTO  Temperatuurmeter,F07
M005,LOS  Kerfslag,
M006,CARL MAHR,
M007,CARL MAHR,
M008,PARKSON,
M009,STROBOSCOOP,
M010,REICHERT METATEST  Microscoop,
M011,DRAGER  Gasdetectietoestel,
M012,FEINPRUF  Perthometer,
M013a,KONTAKTTHERMOMETER (Meetlokaal),
M013b,KONTAKTTHERMOMETER (Montage),
M013c,KONTAKTTHERMOMETER (RAD),
M014,LUTRON  Digitale A-tang,
M015,CARL MAHR,F07
M016,ERNST  Draagb. Hardheidsmeter,
M017,SEKUNDEN Thermometer,
M018,MICROFLAT  Traceertafel,
M019,MICROFLAT  Traceertafel,
M020,REICHERT  Microscoop,
M021,BRUEL&KJAER  Phone meter,
M022,HARDHEIDSMETER EMCOTEST,
M023,PRESTOPRES  Pers,F08
M024,Profielprojector,A30
M025,HORN  Handtachometer,
M026,KRAUTKRAMER  Ultra-son,
M027,BRIVISKOP  Hardheidsmeter,
M029,JENA  Lengtemeetbank,
M030,Multimar  Universeeltaster,
M031,KLINGELNBERG  Meetapparaat,
M032,PANLUX  Electronic,
M033,ZOLLER  Voorinstelapparaat,A38
M034,ZOLLER  Voorinstelapparaat,A01
M035,ZWICK  Shore-hardheidsmeter,
M036,YEW  Registreertoestel,
M037,Meetapp. vr dikte v verflaag,
M038,MAGNAFLUX (opsporen scheuren) (Nieuw toestel),
M039,MAGNAFLUX  Field-indicator,
M040,Afstandsmeter LEICA,Robert
M041,HORNET  Kontactloze toerent.,
M042,TOPWARD  Gestab. voeding,
M043,ERNST  Hardheidsmeter,
M044,SPM  Schokpulsmeter,
M045,STREURS LECTROPOL  El. Polijst,
M046,TRANSPOL  Polijsttoestel,
M047,BOSCH  Analytische balans,
M049,PREMICARBU  Vlakplaat,
M050,MAAG (tanden meten),F07
M051,Digitale multimeter,
M052,Audio spectrum analyzer,
M053,TESA Waterpas,
M054,Centricator,
M055,GRANT  Data-logger,A20
M056,X-Y Recorder,
M057,JOHANSSON  Set eindmaten,
M058,TESA  Interfer. glas,
M060,TECHNOTHERM  Digit. bordtherm.,
M061,ZWICK  Hardheidsmeter,
M062,JENA  Set schroefmeetdraden,
M063,EMCOTEST  Tandfl.hardh.meter,
M064,JFA  Kontrolewinkelhaak,
M065,GRINDO-SONIC  Electron.meettst,
M066,DIGITAP  Digitale tachometer,
M067,TRIMOS vertikaal,
M068,BRUEL&KJAER  Geluidsmeter,
M069,EXACTA  Meetapp. vr spiebanen,
M071,Digitale Watt-metertang,
M072,SPECTRUM Analyzer,
M073,TEKTRONIX  Oscilloscoop,
M074,NORMA  Digitale thermometer,
M075,Thermo-Hygrograaf,
M076,TESA  Hoogtemaat met microproc,
M077,A-tang vr. = en wisselstroom,
M079,TRIMOS  Horizontale meetbank,
M080,GANZ  Multimeter,
M081,Toestel vr kontrole op slag,
M082,NORMA  Digitale multimeter,
M083,TYLER  Zeeftoestel,
M084,"BRAIVE ""Surface profil gauge""",
M085,JFA  Meetzuil,
M086,TASTOTHERM  Electron.thermom.,
M087,PORTHEN  Opp.ruwheidsmeter,
M088,TEKTRONIX  Oscilloscoop,
M089,DRAEGER  Draagbare gasdetector,
M090,Testbord elektriekers,
M091,QUALITEK  Aut.lek-testsysteem,
M092,HBM  Meetomzetter,
M093,FORT  Halfvaste endoscoop,
M094,MESA  Digitale stroom - en    spanningsgever,
M095,SONY  Digitale aflezing       (lineaal + teller),
M096,SIEMENS  Gasanalysator,
M097,AUS JENA  Stereomicroscoop,
M099,HIOKI  Micro-Hi-Corder,
M100,GOULD  Oscilloscoop,
M101,AIRFLOW  Anemometer,
M102,SQUIRREL Grant Instruments,
M103,FLUKE Digitale meter,
M104,FLUKE Digitale meter,
M105,MEMOCAL  Ijkingstoestel,
M107,HCK,
M108,TESA MODUUL,
M109,KLINGELNBERG,F04
M110,LUTRON  Digitale toerenteller,
M111,Diditale Funktiegenerator,
M112,MINITEST  Draagb.Laagdiktemeter,
M113,CCI  Isolatiemeter,
M114,STIEFELMAYER  DriedimensioneleMeet-en traceermachine,A29
M115,HOBSON  Draagb. ruwheidsmeter Rank Taylor,
M116,EQUOTIP  Hardheidsmeter,
M117,ELEKTRO-PHYSIK  Laagdiktemeter,
M118,QUARTEL  Datalogger,
M119,CMT  Driedimensionele kanten -tester,
M120,GOULD  Geheugenscoop,D15
M121,MAUSER  Hoogtemaat,
M122,SPECTROLAB - NIEUW,E05
M123,YOKOGAWA  Aardingsmeter,
M124,CHAUVIN ARNOUD  Tang,
M125,BOURDON  Ijkmanometer,
M126,SYSTEMES ANALYTICUS  Autom.   lek-testsysteem,
M127,Fluke Diditale meter,
M128,CICINNATI  3D Meetbank,A29
M129,SIEMENS  Vochtigheidsmeter,
M130,KLINGELNBERG  Vertandings -   meetcentrum,F06
M131,SCOTCHTRACK  I.R. Warmtemeter,
M132,HOMMEL  Opp.ruwheidsmeter,
M133,RANK TAYLER HOBSON  Zakruwh.- meter,
M134,LUTRON  Digitale toerenteller,
M135,FLUKE  Draagb. Scope meter,
M136,ZEISS  Co-ordinaten meetmach.,A29
M137,STREURS  Polijstmachine,
M138,Geluidsmeter,
M139,KLINGELNBERG  Tandwielmeetmach,F29
M140,"Richtbalk 1,5m",
M141,Drukverschilmeter Oventrop,
M142,TESA  waterpas,
M148,FLUKE OHM-meter,
M149,MAGNAFLUX (RT-wielen),F32
M150,MAGNAFLUX  (RT-assen),F27
M151,WHARTON DIG.TEMP.AANDUIDING,D10D11
M152,GATES DIG.RIEMSPANNINGSMETER,BUREEL
M153,Universele hardheidsmeter,E13
M154,SPM  Trillingsmeter,
M155,3M  Infrarood thermometer,
M156,LUTRON  Digitale toerenteller,
M157,FLUKE  Multimeter,Dirk
M158,TESTO CO-meter,
M159,FLUKE  Stroomtang,
M160,FLUKE  Faserotatie-indicator,
M161,FLUKE  Multimeter,
M162,pH-Meter,
M163,NORBAR  Koppelmeter,
M164,TESTO Temp.Meetapp.,
M165,TESTO Temp.Meetapp.,
M166,FLUKE Multimeter,
M167,CO-Meettoestel,
M168,GASLEKDETECTIE toestel Testo,OHD
M169,ETSCABINE,F31
M170,Testadapter 16p ,
M171,Bandspanningsmeter ,OHD
M172,Deeltjestellers Hydac,Test
M173,ZEISS  Co-ordinaten meetmach.,A29
M174,EQUOTIP  Hardheidsmeter,
M175,Spectrometer BELEC,
M176,ZOLLER  Voorinstelapparaat,A01
M177,TESTO Temp.Meetapp.,OV
M178,Weegschaal Kern 440,
M179,Fluke Stroomtang  2000A,
M180,SKF Stethosccop,Matthias
M181,Fluke 434 Power Quality Analyser,
M182,Additel 221A kalibrator,
M183,Greisinger drukmeter,
M184,SKF Endoscope,Service
M185,SKF Stethoscope,Service
M186,Testo 925 Temp Meetapp,Service
M187,SKF Endoscope,Service
M188,SKF Stethoscope,Service
M189,SKF Stethoscope,Service
M190,SKF Stethoscope,Service
M191,SKF Endoscope,Service
M192,Sensycon,Service
M193,SKF Stethoscope,Service
M194,SKF Endoscope,Service
M195,SKF Stethoscope,Service
M196,SKF Riemuitlijnapparatuur,Service
M197,SKF Riemuitlijnapparatuur,Service
M198,SKF Riemfrequentiemeter,Service
M199,SKF Stroboscope,Service
M200,SKF Stroboscope,Service
M201,SKF Riemfrequentiemeter,Service
M202,Pullalign,Service
M203,Alluris handtachometer,OHD
M204,Olympus endoscoop,Service
M205,SKF CMDT 390,
M206,SKF CMDT 390,
M207,SKF CMDT 390,
O001,PEISELER voor HAT,
O002,PEISELER Vert. verdeeltafel,
O003,TICONAL  Magn. opspanplaat,
O004,TECMAG  Magn. opspanplaat,A26
O005,HANSEN  Kantelmachine voor    wielen,G27
O006,PLARAD Krachtvermeerderaar,
O007,PEISELER Verdeeltafel,
O008,POSISAF  Lasdraaitafel,D07
O009,Kantenfreesmachine,
O010,REMS Draadsnijmach.,D02
O011,WOHLHAUPTER Vlakdraaikop,
O012,PEISELER Verdeeltafel,
O013,Vert.hor. verdeelappar.,
O014,D'ANDREA  Vlakdraai- en kotterkop,
O015,AMESTRA  Klauwplaat,
O016,PLARAD  Krachtvermeerderaar,D12
O017,BRAILLON  Magn. opspanplaat,
O018,SPEEDBIT  Nevelaggregaat,
O019,NIKKON  Micro touch,
O020,OLAER Controle en vulapparaat,MAG
O020r,OLAER Reserve vulapparaat,MAG
O022,BENDIX  Hydr. purgeur,D03
O023,RIDGID  Draadsnijmachine,B02
O024,BAKUER,
O025,PLARAD  Krachtvermeerderaar,D12
O027,RIDGID  Afkortzaag (Vervangen door nieuwe 2007),
O028,RIVEKLE  Tang voor blindklink-moeren,
O029,CEMBRE  Kabelschoentang,
O030,KLAUKE  Kabelkniptang,
O031,Manipulator voor VSK - EH553,A47
O032,WALDMANN  Vonk-erosie app.,
O033,Manipulator voor VSK - EH553,
O034,Manipulator voor VSK - EH553,
O035,Manipulator voor VSK - EH553,
O036,Manipulator voor VSK - EH553,
O037,Kantelchassis voor komplete   TWK - EH553,
O038,Manipulator voor VSK - EH801- EH802,
O039,Kantelmachine voor wielen,G38
O040,PLARAD  Krachtvermeerderaar,
O041,Lagerpers voor ringwielen 901,
O042,SKF HYDROCAM,D06
O043,Manipulator voor VSK - EH803,
O044,Hydr.krachtsleutelinstallatie DAMATORK,Service
O045,REMS Cirkelzaagmachine,
O046,RIDGID Draadsnijmachine,B24
O047,PAKKINGS SNIJMACHINE,MAG
O048,Montagemanipulator voor Concrete kasten,
O049,Nullastmanipulators (3st) voor Reductiekasten,
O050,Plarad ,
O051,Hydr. krachtsleutelinstallatie DAMATORK,
O052,Hydraulische momentsleutel (HYTORC),
O053,Hydraulische momentsleutel (HYTORC),
O054,Kantellift,
O055,Hydraulische momentsleutel (HYTORC),
O056,Hydr.krachtsleutelinstallatie DAMATORK,
O057,Olifant,Service
P002,MINGORI pijpenbuigmachine,D02
P004,PULMAX,G49
P005a,RIEDEL  Plooi-apparaat,D07
P005b,RIEDEL  Bandrolapparaat,-
P006,Rolmachine,G49
P007,PEDDINGHAUS  Plaatschaar,D06
P008,PEDDINGHAUS  Combine schaar-  pons,G51
P010,SAFAN  Hydraul. schaar,G49
P011,SAFAN  Hydraul. kantpers,G49
P012,MUBEA  Plaatschaar,-
P013,JORG  Vingerzetbank,G49
P014,SAFAN Hydraulische pers,G49
P015,KNUTH - 3-Wals Rondbuigmachine,G49
P030,Hydraulische buigmachine      RIGID,D05
P031,SMG  Hydr. pers,A51
P032,BROOMWADE  Riveerpers,D06
P033,BROOMWADE  Riveerpers,A34
P034,SMIDSE  Hydraul. pers,D07
P035,MARSH  Letterponsmachine,
P036,FROMAG  Richtpers,E01
P037,POWER TEAM 55TON  Pers,A34
P038,ROLL-BED 100T  Pers,Service
P039,AUTOMARK  Metaalmerker,-
P040,GOULD  (Slangen)  Pers,-
P041,AUTOMARK  Metaalmerker,-
P042,EITEL,G17
P043,AUTOMARK  Metaalmerker,B22
P044,SISA elektr.pers voor slangen,
P045,POWER TEAM Hydr.Pers 200T,A..
P047,AUTOMATOR  Metaalmerker,B23
P048,Metaalmerker tafelmodel,B23
P050,Uniflex hydraulische pers voor slangen,
P060,Handpers,-
P061,Hydraulische pers,-
P062,ENERPAC,D12
P063,LUKASSEN,Service
P064,HAWE  Elektr. pers,Service
P065,SKF  Demonteergereedschap,Service
P066,SKF  Hydr. pomp + moeren,
P067,RIDGID  Buizenplooimachine,B02
P068,ENERPAC,
P069,ENERPAC  Werkplaatspers,D00
P070,ENERPAC  Drukgroep,A..
P071,TILMAN  Hydr. polie-trekker,A..
P072,TRANSFLUID  Doorbuigmachine,B02
P073,ENERPAC,A..
P074,ENERPAC Pomp + cilinder 700bar,D01
P075,ENERPAC Voetpomp 700 bar,
P076,ENERPAC  Hydr.pompgroep 700bar,D12
P077,HOLMATO  Drukcilinder,A..
P078,HOLMATO  Drukcilinder,
P079,ENERPAC  Tafelpers,
P080,ENERPAC,Service
P081,EXTRACTIL  Hydr.polie-trekker,
P082,Hydr. pomp,
P083,POWER TEAM  Hydr. Pomp ,
P084,Hydr. cilinder,
P085,Hydr. cilinder,
P086,ENERPAC  Hydr. pompgroep,D14
P087,Hogedruktester  CAT,D07
P088,ENERPAC - Pomp + Cilinder,
P089,ENERPAC - Pomp + trekker,
P090,ENERPAC VOETPOMP,
P091,VERRIJDBARE VETEENHEID ALEMITEMet pomp H50/1,
P092,TRANSFLUID Buigmachine,B24
P093,ENERPAC VOETPOMP,Service
P094a,ENERPAC  Cylinder,
P094b,ENERPAC  Cylinder,
P095,POWER TEAM  Hydr. Pomp ,
P096,LEN MATEC  Pompunit,A50A56
P097,POWERTEAM  700bar,
P098,ENERPAC Cilinder,
P099,EXTRACTIL  Hydr.polie-trekker,
P100,ENERPAC Pomp + cilinder 700bar,Service
P101,Enerpac Cylinder 15T,Service
P102,Enerpac Cylinder 20T,Service
P103,Enerpac Cylinder 20T,Service
P104,Enerpac Cylinder 12T,Service
P105,ENERPAC Pomp + cilinder 700bar,Service
P106,Enerpac Cylinder 10T,Service
P107,Enerpac Cylinder 15T,Service
P108,Enerpac Cylinder 80T,Service
P109,Enerpac Cylinder 90T,Service
P110,GOULD Voetpomp,Service
P111,SKF Voetpomp + Cylinder,Service
P112,Betex Voetpomp,Service
P113,ENERPAC Pomp + cilinder P55,Service
P114,Enerpac pomp + cylinder P159,Service
P115,Enerpac pomp + cylinder P159,Service
P116,Cylinder 80T,Service
P117,Cylinder 100T,Service
P118,Fag Cylinder 10T,Service
P119,Fag Cylinder 10T,Service
P120,Fag Cylinder 10T,Service
P121,Fag Cylinder 10T,Service
P122,Lukas Cylinder 20T,Service
P123,Enerpac Cylinder 10T,Service
P124,Enerpac Cylinder 15T,Service
P125,Cylinder 10T,Service
P126,Enerpac Cylinder 15T,Service
P127,Cylinder 10T,Service
P128,Betex Cylinder 100T,Service
P129,Enerpac Cylinder 15T,Service
P130,Enerpac Cylinder 15T,Service
P131,HOLMATO  Drukcilinder,Service
P132,Enerpac Cylinder 10T,Service
P133,Enerpac Cylinder 30T,Service
P134,Enerpac Cylinder 15T,Service
P135,Enerpac pomp + cylinder P159,Service
P136,Enerpac pomp,Service
P137,Lukas Cylinder 250kN,Service
P138,Lukas Cylinder 50T,Service
P139,Enerpac Cylinder,Service
P140,Holmatro Cylinder,Service
P141,Holmatro Cylinder,Service
P142,Holmatro Cylinder,Service
P143,Holmatro Cylinder,Service
P144,Holmatro Cylinder,Service
P145,Holmatro Cylinder,Service
P146,Holmatro Cylinder,Service
P147,Holmatro Cylinder,Service
P148,Enerpac pomp + cylinder P55,Service
P149,Enerpac Cylinder 30T,Service
P150,Enerpac Cylinder 5T,Service
P151,Enerpac Cylinder 15T,Service
P152,Enerpac Cylinder 15T,Service
P153,Enerpac Cylinder 15T,Service
P154,Enerpac Cylinder,Service
P155,Enerpac Cylinder,Service
P156,Fag Cylinder 10T,Service
P157,Fag Cylinder 16T,Service
P158,Fag Cylinder 10T,Service
P159,Ridgid waterdrukpomp 50 bar,Service
P160,Power Team,Service
P161,Holmatro hydraulische pomp,Service
P162,Hydraulikaggregat,Service
P163,Enerpac pomp,OHD
P164,Power Team Hydraulische cilinder 55T,Service
P165,Enerpac  Drukcilinder,Service
P166,Enerpac Cylinder 10T,Service
Q001,Verlichting,
Q002,Airco-Verwarming,
Q003,Sanitair,
Q004,Gebouw,
Q005,Meubilair,
Q006,Perslucht,
Q007,Riolering,
Q008,Voeding & Drank,
Q100,Diverse,
R004,CHURCHILL,D04
R010,SCHAUDT,F17
R013,KARSTENS,F01
R013-a,KOELINSTALLATIE - HYFRA,F01
R014,KARSTENS                                      ,F15
R014-a,KOELINSTALLATIE HYFRA ,F15
R020,GLAUCHAU (1986),F15
R024,GLAUCHAU,F12
R026,KEHREN                        (I202),F21
R026-a,KOELINSTALLATIE HYFRA ,F21
R026-b,KOELINSTALLATIE HYFRA ,F21
R050,GLEASON PFAUTER,F26
R050-a,KOELINSTALLATIE - HOFFMANN,F26
R052,GLEASON PFAUTER,F22
R052-a,KOELINSTALLATIE - HOFFMANN,F22
R054,GLEASON PFAUTER,F05
R054-a,KOELINSTALLATIE - HOFFMANN,F05
R055,GLEASON PFAUTER,X02
R055-a,KOELINSTALLATIE - HOFFMANN,X02
R065,OERLIKON-MAAG,F27
R065-a,KOELINSTALLATIE,F27
R066,GLEASON PFAUTER,F32
R068,GLEASON PFAUTER,F22
R068-a,KOELINSTALLATIE - HOFFMANN,F22
R073,DISCUS,B18
R076,DELTA,A35
R077,DELTA,B18
R078,TOS,A54
R079,ELB,B19
R080,DAVIS THOMPSON (Rotomatic)           (I246),G14
R081,PICCO                          (I241),G11
R082,PICCO                         (I238),F06
R083,GRATOMAT ontbraammachine,G32
R086,GRATOMAT RAUSCH,G36
R087,PICCO  (Amber)             (I218),G49
R088,PICCO                          (I225),G13
R089,PICCO                          (I239),G26
R090,ELB,A43
R091,PICCO,G38
R093,HENNINGER  Centreerslijpmachine,G17
R095,HENNINGER  Centreerslijpmachine,G16
S019,FRÖMAG,X02
S020,FRÖMAG,F00
S021,FRÖMAG,F00
S022,FRÖMAG,A54
S024,FRÖMAG,A54
S026,FRÖMAG,G22
S027,FRÖMAG,G14
T002,DIV installatie,E10
T013,AICHELIN Ontlaatoven,E06
T014,AICHELIN Oven,E04
T015,AICHELIN Oven (gas),E03
T017,IVA Carboneeroven,E03
T019,IVA Ontlaatoven,E06
T020,HERING Oliebad (elektrisch),E03
T021,AICHELIN Carboneeroven (Omgebouwd door Hansen),E02
T022,IVA Oven,E02
T024,IVA Oven,E02
T025,OLIEBAD (elektrisch),E05
T026,IVA Oven,E06
T027,IVA Oven,E06
T028,Oven IVA,E07
T029,SERTT Endogasgenerator,E17
T030,Ventilator rookafzuiging,E02
T031,IVA Oven,E06
T032,CIEFFE FORNI Oliebad (elektrisch),E04
T051,Oven FORNAX (elektrisch),A53
T052,Oven FORNAX,E01
T100,WIZCON Supervisiesysteem,E10
TH002,Stookplaats sociaal complex,C03
TH003,THERMOBLOC WANSON GAS         MTP150,A42
TH004,Saint Roch Couvin,
TH005,Saint Roch Couvin,
TH006,GASLUCHTVERHITTER MARK,C01
TH007,GASLUCHTVERHITTER MARK   - TBD -,D02
TH008,THERMOBLOC MARK FOHN,A51
TH009,GASLUCHTVERHITTER MARK,C01
TH012,Gasluchtverhitter Mark,A10
TH014,MARK luchtverhitter,E09
TH016,Thermobloc Wolf GAS,D12
TH017,Gasluchtverhitter Mark,D09
TH019,MARK luchtverhitter,E16
TH023,THERMOBLOC WANSON,A39
TH025,MARK luchtverhitter,F12
TH026,THERMOBLOC WANSON GAS,G00
TH027,THERMOBLOC WANSON GAS,G52
TH030,THERMOBLOC Mark Fohn - gas,G40
TH031,Klimatisatie Kalibratie RT 'ORCON',F11
TH032,THERMOBLOC WANSON,A13
TH033,WARMELUCHTGORDIJN MAG,C01
TH040,HITACHI Airco Winner Controlelokaal oven,E13
TH041,Luchtverhitter Wanson - gas -,A20
TH042,Luchtverhitter Wanson - gas -,A17
TH045,Gasluchtverhitter Mark,D07
TH046,Gasluchtverhitter Mark,D01
TH047,Gasluchtverhitter Mark,X01
TH048,Gasluchtverhitter Mark,D11
TH049,Gasluchtverhitter Mark,A07
TH050,Gasluchtverhitter Mark,A08
TH051,Gasluchtverhitter Mark,A09
TH053,Klimatisatie Meetlokaal RT                     (2 compressoren),F30
TH054,Klimatisatie kantoor Sales & UPS lokaal,B16
TH055,Klimatisatie kantoor Directie,B16
TH056,Klimatisatie Sales,B16
TH057,Klimatisatie IT & Leonardo zaal,A03
TH058,Airco portier,
TH059,Klimatisatie magazijn IT,A03
TH060,MARK,D15
TH061,MARK,D02
TH062,MARK,G49
TH063,MARK,G51
TH064,MARK,G53
TH065,MARK luchtverhitter,F07
TH066,MARK luchtverhitter,F26
TH067,MARK,F39
TH068,MARK,X02
TH069,Chiller Serverroom,A03
TH070,Renovatie stookplaats receptie (ABATI),B16
TH071,Chiller Serverroom (vloer deel 1),A03
TH072,Chiller Serverroom (vloer deel 1),A03
TH073,Chiller Serverroom (vloer deel 2),A03
TH074,Ventilatieunit planafdruk (Renovent),A04
TH075,Klimatisatie meetlokaal CD,A29
TH076,MARK luchtverhitter,A56
TH077,MARK luchtverhitter,B02
TH078,MARK luchtverhitter,A50
TH079,MARK luchtverhitter,B31
TH080,MARK luchtverhitter,B32
TH081,MARK luchtverhitter,B34
TH082,MARK luchtverhitter,B14
TH083,MARK luchtverhitter,B13
TH084,MARK luchtverhitter,B11
TH085,MARK luchtverhitter,B03
TH086,MARK luchtverhitter,B17
TH087,Verwarming hal Services (Log Hub Zuid),G54 - G58
TH090,Klimatisatie OHD & Service & CD,D01
TH091,Koelcel R&D,D14
TH092,Koelinstallatie noodglasvezel room,B33
TH093,Zanotti koelinstallatie,
UA001,ATLAS COPCO LMS 11            (Slagm.sl.),
UA002,ATLAS COPCO LMS 11            (Slagm.sl.),
UA003,ATLAS COPCO LMS 11            (Slagm.sl.),
UA004,ATLAS COPCO LMS 11            (Slagm.sl.),
UA005,ATLAS COPCO LMS 11            (Slagm.sl.),
UA006,ATLAS COPCO LMS 11            (Slagm.sl.),
UA007,ATLAS COPCO LMS 31            (Slagm.sl.),
UA008,ATLAS COPCO LMS 31            (Slagm.sl.),
UA009,ATLAS COPCO LMS 31            (Slagm.sl.),
UA010,ATLAS COPCO LMS 31            (Slagm.sl.),
UA011,DEPRAG AMBERG RGS10           (Slagm.sl.),
UA012,DEPRAG AMBERG RGS10           (Slagm.sl.),
UA013,KELLER 18A4 (Slagm.sl.),
UA014,KELLER 18A4 (Slagm.sl.),
UA015,KELLER 18A6 (Slagm.sl.),
UA016,POKORNY SA14 (Slagm.sl.),A..
UA017,POKORNY SA24 (Slagm.sl.),
UA018,POKORNY SA24 (Slagm.sl.),
UA019,POKORNY SA24 (Slagm.sl.),
UA020,POWER VANE CP (Slagm.sl.),
UA021,POWER VANE CP (Slagm.sl.),
UA022,POWER VANE CP (Slagm.sl.),
UA023,POWER VANE CP (Slagm.sl.),
UA024,POWER VANE CP (Slagm.sl.),
UA025,POWER VANE CP (Slagm.sl.),
UA026,YOKOTA (Slagm.sl.),
UA027,Luchtboormachine Demag B6,
UA028,YOKOTA (Slagm.sl.) YES 002,
UA029,YOKOTA (Slagm.sl.) YES 01,
UA030,YOKOTA (Slagm.sl.) YES 01,
UA031,POWER VANE CP (Slagm.sl.),
UA032,POWER VANE CP (Slagm.sl.),
UA033,KELLER 18A4 (slagm.sl.),
UA035,CHICAGO PNEUMATIC CP344ORS    (Slagm.sl.),
UA036,YOKOTA YES 01 (Slagm. Sl.),
UA037,YOKOTA YES 01 (Slagm.sl.),
UA038,CHAMPION (Slijpm.),
UA039,INTERNATIONAL AIR BOXER       (Stapling mach.),
UA040,TORNADE T6 (Boutenpistool),
UA043,LUCHTSLIJPMACHINE,
UA044,LUCHTSLIJPMACHINE (Pokorny),
UA045,LUCHTBOORMACHINE (Pokorny),
UA046,YOKOTA YES 02 (Slagm.sl.),
UA047,AEROSMITHHAMMER (Type 2027),
UA048,AEROSMITHHAMMER (Type 3856),
UA049,LUCHTSLIJPMACHINE (Type M40B),
UA050,LUCHTBOORMACHINE  Demag  wordt vervangen UA712,
UA051,LUCHTBOORMACHINE (Type B837P) Demag,
UA052,SLAGMOERSLEUTEL CP            (Type CP 3440-RS),
UA053,SLAGMOERSLEUTEL CP            (Type CP 3440-RS),
UA054,SLAGMOERSLEUTEL CP            (Type CP 3440-RS),
UA055,SLAGMOERSLEUTEL ARO           (Type 8103PC1),
UA056,SLAGMOERSLEUTEL CP            (Type CP3440RS),
UA057,LUCHTBOORMACHINE POKORNY      (Type B10-32P),A..
UA058,LUCHTBOORMACHINE POKORNY,
UA059,MOERAANZETTER CP              (Type CP 3440-RS),
UA060,SLAGMOERSLEUTEL CP            (Type 3440-RS),A..
UA061,LUCHTSLIJPMACHINE ARO         (Type 7199),
UA062,Pneum. naaldenpistool Von Arx NP 34,
UA063,Haakse slijpmach Metabo       type EW7115S,
UA064,LUCHTSLIJPMACHINE POKORNY     (Type F2Z),
UA065,NAGELPISTOOL BOSTICH          (Model N16),
